audit_index,id,title,author,current_bands,reading_level,book_format,year_published,browse_visible,population,decision,new_bands,beth_review_flag,heads_up,rationale
A-156,2ec9dcd8-b953-43c9-a9e6-038d112f28f4,Wangari's Trees of Peace,Jeanette Winter,8-10,independent,picture-book,2008,True,A — 8-10 retag,retag,"5-6, 7-9",none,,Wangaris Trees of Peace — Wangari Maathai picture-book bio. 5-6 to 7-9.
A-157,35432dc8-06a8-4787-ae3c-334411f91d2e,NOA,Aaron Becker,"5-7, 8-10",pre-reader,picture-book,2024,True,A — 8-10 retag,retag,"3-4, 5-6",amy-approved,,"APPROVED per Amy directive (best-guess approval). Pre-reader picture-book mistagged at 8-10. Format-fix to 3-4 + 5-6 (Wonderer + Apprentice). Gentle apocalypse imagery (last animals, flooded world) is age-appropriate at 3-4 with adult framing — Aaron Becker handles this kind of material with restraint. Approving. Original: NOA — Aaron Becker. Wordless or near-wordless picture-book about a robot guardian. Pre-reader format pulls this out of 7-9 independent territory entirely. The 8-10 tagging looks wrong on inspection — a pre-reader picture-book belongs at Wonderer (3-4) and Apprentice (5-6), not Artisan. The flooded-world content has gentle apocalypse themes; Beth confirms whether 3-4 fit holds or whether the imagery (last animals, flooded world) pulls floor up to 5-6 only."
B-001,c6dbe5d7-1c9f-4315-be27-2f89f0d3cea5,Caps for Sale,Esphyr Slobodkina,2-4,pre-reader,picture-book,1940,False,B — 2-4 only,retag,"3-4, 5-6",none,,"Caps for Sale 1940. Pre-1990 already browse-hidden. Canonical pre-K classic. Migration clears obsolete 2-4 tag, retains in DB for plan-generator pulls (themes: pattern, monkeys, peddler-as-economic-figure). browse_visible stays False. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries."
B-002,4bcea89e-df02-456b-8119-d1231f83b861,Runaway Bunny,Margaret Wise Brown,2-4,pre-reader,picture-book,1942,False,B — 2-4 only,retag,"3-4, 5-6",none,,Runaway Bunny 1942. Pre-1990 already browse-hidden. Canonical attachment-and-imagination. Same handling as Caps for Sale. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-003,652a4a92-4fe3-4c8d-b1f6-b63dc21bb6bb,The Carrot Seed,Ruth Krauss,2-4,pre-reader,picture-book,1945,False,B — 2-4 only,retag,"3-4, 5-6",none,,The Carrot Seed 1945. Pre-1990 already browse-hidden. Patience-and-faith canonical. Plan-generator retains for plant/garden themes. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-004,99dab38b-e906-4cbb-a14d-7c3662017d9c,Goodnight Moon,Margaret Wise Brown,2-4,pre-reader,board-book,1947,False,B — 2-4 only,retag,"3-4, 5-6",none,,Goodnight Moon 1947 board-book. Pre-1990 already browse-hidden. Canonical bedtime. Migration clears 2-4 tag. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-005,30a2566e-39e9-4ee2-afa7-d61909179798,Blueberries for Sal,Robert McCloskey,2-4,pre-reader,picture-book,1948,False,B — 2-4 only,retag,"3-4, 5-6",none,,Blueberries for Sal 1948. Pre-1990 already browse-hidden. Mother-child parallel-narrative classic. Plan-generator retains for berries/summer/wildlife. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-006,0d1302d0-b5cf-4e39-a4c0-359f0622f804,Harold and the Purple Crayon,Crockett Johnson,2-4,pre-reader,picture-book,1955,False,B — 2-4 only,retag,"3-4, 5-6",none,,Harold and the Purple Crayon 1955. Pre-1990 already browse-hidden. Drawing-as-creation canonical. Plan-generator retains for imagination/art themes. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-007,de0bdff0-25f4-442e-9fb1-b38b045cb1c0,Over in the Meadow,John Langstaff,2-4,pre-reader,picture-book,1957,False,B — 2-4 only,retag,"3-4, 5-6",none,,Over in the Meadow 1957. Pre-1990 already browse-hidden. Counting + meadow ecology. Plan-generator retains. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-008,442c6618-0291-4ea9-a376-dbcf47383b48,Green Eggs and Ham,Dr. Seuss,2-4,pre-reader,picture-book,1960,False,B — 2-4 only,retag,"3-4, 5-6",none,,Green Eggs and Ham 1960. Pre-1990 already browse-hidden. Phonics + open-mindedness. Seuss content remains in DB. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-009,36270554-2d9b-4027-b7f0-5c1814a1a682,Inch by Inch,Leo Lionni,2-4,pre-reader,picture-book,1960,False,B — 2-4 only,retag,"3-4, 5-6",none,,Inch by Inch 1960 Lionni. Pre-1990 already browse-hidden. Measurement + cleverness. Plan-generator retains. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-010,4ed65746-1652-494c-95fd-649d3f1053b9,Clifford the Big Red Dog,Norman Bridwell,2-4,pre-reader,picture-book,1963,False,B — 2-4 only,retag,"3-4, 5-6",amy-approved,,REMOVED per Amy directive (sustained classroom/peer cruelty arcs). Original audit rationale: Clifford 1963. Pre-1990 already browse-hidden. Plan-generator retains. RE-INSERTED post-Phase-6A: Session 13 substring-match logic swept this row into removal incorrectly. Original audit decision restored. Filed as calibration finding.
B-011,6b59dd98-013d-4778-b284-6a6fd5deb6f8,Where the Wild Things Are,Maurice Sendak,2-4,pre-reader,picture-book,1963,False,B — 2-4 only,retag,"3-4, 5-6",none,,Where the Wild Things Are 1963. Pre-1990 already browse-hidden. Canonical emotion-regulation. Plan-generator retains for big-feelings themes. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-012,6da4c965-62db-4138-9f65-faba4c100ebe,Corduroy,Don Freeman,2-4,pre-reader,picture-book,1968,False,B — 2-4 only,retag,"3-4, 5-6",none,,Corduroy 1968. Pre-1990 already browse-hidden. Department-store-bear classic. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-013,f1d7c793-3417-4213-b9df-0a777d0ec403,The Very Hungry Caterpillar,Eric Carle,2-4,pre-reader,board-book,1969,False,B — 2-4 only,retag,"3-4, 5-6",none,,Very Hungry Caterpillar 1969 board-book. Pre-1990 already browse-hidden. Canonical metamorphosis + counting + days-of-week. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-014,d8da174b-ef98-40c0-9aad-303aabbbf302,Leo the Late Bloomer,Robert Kraus,2-4,pre-reader,picture-book,1971,False,B — 2-4 only,retag,"3-4, 5-6",none,,Leo the Late Bloomer 1971. Pre-1990 already browse-hidden. Developmental-readiness canonical. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-015,0e90b8a7-1aac-409a-9910-10ec840296a5,George and Martha,James Marshall,2-4,pre-reader,picture-book,1972,False,B — 2-4 only,retag,"3-4, 5-6",none,,George and Martha 1972 Marshall. Pre-1990 already browse-hidden. Friendship-five-stories canonical. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-016,58924788-0849-4803-9668-dcb1a1af3465,Freight Train,Donald Crews,2-4,pre-reader,board-book,1978,False,B — 2-4 only,retag,"3-4, 5-6",none,,Freight Train 1978 Crews. Pre-1990 already browse-hidden. Caldecott Honor color-and-motion canonical. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-017,10ca9ca4-fd5c-47bf-899c-cb3c10960301,The Napping House,Audrey Wood,2-4,pre-reader,picture-book,1984,False,B — 2-4 only,retag,"3-4, 5-6",none,,Napping House 1984 Wood. Pre-1990 already browse-hidden. Cumulative-tale canonical. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-018,51eca779-fae5-4bb2-afea-e91abf52840d,If You Give a Mouse a Cookie,Laura Numeroff,2-4,pre-reader,picture-book,1985,False,B — 2-4 only,retag,"3-4, 5-6",none,,"If You Give a Mouse a Cookie 1985. Pre-1990 already browse-hidden. Cause-effect canonical, series anchor. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries."
B-019,720a7d1a-2fb2-4e06-b397-8aaad0d36d68,A House for Hermit Crab,Eric Carle,2-4,pre-reader,picture-book,1987,False,B — 2-4 only,retag,"3-4, 5-6",none,,A House for Hermit Crab 1987 Carle. Pre-1990 already browse-hidden. Calendar/months + hermit crab biology. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-020,6c4b17d3-91d8-43ca-9693-1c943fabd262,Growing Vegetable Soup,Lois Ehlert,2-4,pre-reader,picture-book,1987,False,B — 2-4 only,retag,"3-4, 5-6",none,,Growing Vegetable Soup 1987 Ehlert. Pre-1990 already browse-hidden. Canonical farm-to-table. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-021,277210ae-377e-4e7f-8f1e-024f5351679b,Planting a Rainbow,Lois Ehlert,2-4,pre-reader,picture-book,1988,False,B — 2-4 only,retag,"3-4, 5-6",none,,Planting a Rainbow 1988 Ehlert. Pre-1990 already browse-hidden. Canonical garden + color. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-022,48978b94-9845-4908-be85-85e77a60edae,Chicka Chicka Boom Boom,Bill Martin Jr.,2-4,pre-reader,picture-book,1989,False,B — 2-4 only,retag,"3-4, 5-6",none,,Chicka Chicka Boom Boom 1989. Pre-1990 already browse-hidden. Canonical alphabet party. Plan-generator retains for alphabet/phonics themes. PATCHED post-Session-13: pre-1990 board books retagged to Wonderer + Apprentice per locked Architecture. browse_visible stays false (out of /library browse) but books are now findable by plan-generator age-band queries.
B-023,e233c979-8bb2-4fa5-9104-12f044ebbbd3,The Big Red Barn,Margaret Wise Brown,2-4,pre-reader,picture-book,1989,False,B — 2-4 only,retag,"3-4, 5-6",amy-approved,,REMOVED per Amy directive (sustained classroom/peer cruelty arcs). Original audit rationale: Big Red Barn 1989 Brown. Pre-1990 already browse-hidden. Canonical farm-day cycle. RE-INSERTED post-Phase-6A: Session 13 substring-match logic swept this row into removal incorrectly. Original audit decision restored. Filed as calibration finding.
B-024,387d5b96-6ce7-4c00-a517-feea455729fb,The Very Quiet Cricket,Eric Carle,2-4,pre-reader,picture-book,1990,True,B — 2-4 only,retag,"3-4, 5-6",none,,"Very Quiet Cricket 1990 Carle. Picture-book, accessible at 3-4 for the gentle plot, extends to 5-6 for insect-biology layer. Patience theme. Strong dual-band fit."
B-025,17998ab4-fa54-43d1-8609-2f8fa815b497,In a Small Small Pond,Denise Fleming,2-4,pre-reader,picture-book,1993,True,B — 2-4 only,retag,"3-4, 5-6",none,,"In a Small Small Pond 1993 Fleming. Pond-ecology rhyme. Visual-art focus. 3-4 read-aloud, 5-6 independent picture-reading."
B-026,aff545fa-511e-4399-b6b4-1c2029ee0b53,Goodnight Gorilla,Peggy Rathmann,2-4,pre-reader,picture-book,1994,True,B — 2-4 only,retag,"3-4, 5-6",none,,"Goodnight Gorilla 1994. Near-wordless. Visual-narrative for 3-4, 5-6 native picture-reading. Canonical zoo-narrative."
B-027,7a8abd24-5ca4-4313-9fbf-e67f5780b5df,If You Give a Pig a Pancake,Laura Numeroff,2-4,pre-reader,picture-book,1998,True,B — 2-4 only,retag,"3-4, 5-6",none,,"If You Give a Pig a Pancake 1998. Series cause-effect. 3-4 read-aloud, 5-6 independent."
B-028,59825a90-3e9c-4274-8451-0692c31be197,How Do Dinosaurs Say Goodnight,Jane Yolen,2-4,pre-reader,picture-book,2000,True,B — 2-4 only,retag,"3-4, 5-6",none,,How Do Dinosaurs Say Goodnight 2000 Yolen. Real dinosaur species + bedtime tantrums. 3-4 to 5-6.
B-029,68871a75-fe24-4269-b1a9-2c83e1a589a4,The Way I Feel,Janan Cain,2-4,pre-reader,picture-book,2000,True,B — 2-4 only,retag,"3-4, 5-6",none,,"The Way I Feel 2000 Cain. Emotion vocabulary primer. 3-4 with adult, 5-6 independent. Strong family-conversation tier for emotional regulation work."
B-030,7b780b79-8ed2-4fb4-9559-f8031e1c0a18,Don't Let the Pigeon Drive the Bus,Mo Willems,2-4,pre-reader,picture-book,2003,True,B — 2-4 only,retag,"3-4, 5-6",none,,"Dont Let the Pigeon Drive the Bus 2003 Willems. Canonical persuasion/refusal. 3-4 read-aloud, 5-6 independent."
B-031,b147c16a-1c98-4973-864e-59ab4c1bf942,Knuffle Bunny,Mo Willems,2-4,pre-reader,picture-book,2004,True,B — 2-4 only,retag,"3-4, 5-6",none,,Knuffle Bunny 2004 Willems. Toddler-cant-yet-speak premise. 3-4 to 5-6.
B-032,31dbad49-7025-4c99-8245-4e12bbe74d79,The Hello Goodbye Window,Norton Juster,2-4,pre-reader,picture-book,2005,True,B — 2-4 only,retag,"3-4, 5-6",none,,"Hello Goodbye Window 2005 Juster. Caldecott Medal. Grandparent-window narrative. 3-4 read-aloud, 5-6 native."
B-033,6ce545e9-8d59-40fb-87ca-0f66818d56bf,Duck and Goose,Tad Hills,2-4,pre-reader,picture-book,2006,True,B — 2-4 only,retag,"3-4, 5-6",none,,Duck and Goose 2006 Hills. Friendship + egg-misunderstanding. 3-4 to 5-6.
B-034,bfb3cd70-4933-42ff-b14d-861e9627c19f,Not a Box,Antoinette Portis,2-4,pre-reader,picture-book,2006,True,B — 2-4 only,retag,"3-4, 5-6",none,,Not a Box 2006 Portis. Imagination + box-as-everything. 3-4 to 5-6.
B-035,b30985e9-8191-4af9-a34b-975972e36415,"To Market, To Market",Anushka Ravishankar,2-4,pre-reader,picture-book,2007,True,B — 2-4 only,retag,"3-4, 5-6",none,,"To Market To Market 2007 Ravishankar. Counting + market chaos. 3-4 read-aloud, 5-6 independent."
B-036,8d689bd5-3fae-4871-b65c-482ea37eba91,Little Blue Truck,Alice Schertle,2-4,pre-reader,picture-book,2008,True,B — 2-4 only,retag,"3-4, 5-6",none,,Little Blue Truck 2008 Schertle. Friendship + truck-stuck-in-mud canonical. 3-4 to 5-6.
B-037,1ad99951-287e-4460-8df5-fbe74420d633,The Pout-Pout Fish,Deborah Diesen,2-4,pre-reader,picture-book,2008,True,B — 2-4 only,retag,"3-4, 5-6",none,,Pout-Pout Fish 2008. Emotion-shift narrative. 3-4 to 5-6.
B-038,bfe96837-cc37-4a92-bebd-3c915c74752b,Beautiful Oops,Barney Saltzberg,2-4,pre-reader,picture-book,2010,True,B — 2-4 only,retag,"3-4, 5-6",none,,"Beautiful Oops 2010 Saltzberg. Mistake-as-creation. 3-4 read-aloud (concept holds for 3-year-old), 5-6 independent."
B-039,acabaf79-91f6-4fdb-82d8-993ccddf41ca,Press Here,Herve Tullet,2-4,pre-reader,picture-book,2011,True,B — 2-4 only,retag,"3-4, 5-6",none,,Press Here 2011 Tullet. Interactive-without-tech. 3-4 to 5-6.
B-040,6acd87a9-74c3-4720-84c0-14a9f636d84e,Creepy Carrots!,Aaron Reynolds,2-4,pre-reader,picture-book,2012,True,B — 2-4 only,remove-from-database,,amy-approved,,REMOVED per Amy directive (single-issue calls). Original audit rationale: Creepy Carrots 2012 Reynolds.
B-041,c4bb0ab6-ee4c-4a3f-86fc-9666f291e713,Dragons Love Tacos,Adam Rubin,2-4,pre-reader,picture-book,2012,True,B — 2-4 only,retag,"3-4, 5-6",none,,Dragons Love Tacos 2012 Rubin. Comedic premise. 3-4 to 5-6.
B-042,127de517-98be-493e-8a0f-8982fb30b5de,Rain!,Linda Ashman,2-4,pre-reader,picture-book,2013,True,B — 2-4 only,retag,"3-4, 5-6",none,,Rain! 2013 Ashman. Same-rain-different-perspective. 3-4 to 5-6.
B-043,c9224cbe-4a82-4c0b-aab0-9d6141021e5c,The Book With No Pictures,B.J. Novak,2-4,pre-reader,picture-book,2014,True,B — 2-4 only,retag,"3-4, 5-6",none,,Book With No Pictures 2014 Novak. Adult-saying-ridiculous-things. Read-aloud-only. 3-4 to 5-6.
B-044,f166d77a-714a-461a-88ba-53e0c2b7b86a,If You Plant a Seed,Kadir Nelson,2-4,pre-reader,picture-book,2015,True,B — 2-4 only,retag,"3-4, 5-6",none,,If You Plant a Seed 2015 Kadir Nelson. Kindness-vs-selfishness allegory. 3-4 to 5-6.
B-045,b757bb46-56e4-46c3-81fe-35d5d71049d4,How to Find a Fox,Nilah Magruder,2-4,pre-reader,picture-book,2016,True,B — 2-4 only,retag,"3-4, 5-6",none,,How to Find a Fox 2016 Magruder. Looking-for-fox-finds-everything-else. 3-4 to 5-6.
B-046,75394ecd-118a-43d1-b61c-12ee40b0f9c8,My Heart Fills with Happiness,Monique Gray Smith,2-4,pre-reader,board-book,2016,True,B — 2-4 only,retag,"3-4, 5-6",none,,"My Heart Fills with Happiness 2016 Smith. Indigenous Métis author. Bannock + drumming + grandmother. Board-book accessible for 3-4, picture-content extends to 5-6. Diversity-tag book."
B-047,f547f4a0-0624-44fb-b4d6-6d6a664ca59c,"Everywhere, Wonder",Matthew Swanson,2-4,pre-reader,picture-book,2017,True,B — 2-4 only,retag,"3-4, 5-6",none,,"Everywhere Wonder 2017 Swanson. Scientist-question-asking. 3-4 read-aloud (concept abstract for 3 but works with adult), 5-6 native."
B-048,1f2900b1-9c81-4b0e-a4e5-dd2e47d20cb6,Count on Me,Miguel Tanco,2-4,pre-reader,picture-book,2018,True,B — 2-4 only,retag,"3-4, 5-6",none,,"Count on Me 2018 Tanco. Math-everywhere narrative. 3-4 read-aloud, 5-6 independent."
B-049,85bea2e1-c46a-4df7-84c4-768780144e69,Grumpy Monkey,Suzanne Lang,2-4,pre-reader,picture-book,2018,True,B — 2-4 only,retag,"3-4, 5-6",none,,Grumpy Monkey 2018 Lang. Emotion-validation classic. 3-4 to 5-6. Family-conversation tier.
B-050,31acd605-c68d-4caf-9101-83f2a7c319a9,Mixed: A Colorful Story,Arree Chung,2-4,pre-reader,picture-book,2018,True,B — 2-4 only,retag,"3-4, 5-6",none,,Mixed: A Colorful Story 2018 Chung. Color + integration allegory. 3-4 to 5-6.
B-051,64b561f6-80ac-4bcc-b8b8-48831eaedb7a,The Honey Bee,Kirsten Hall,2-4,pre-reader,picture-book,2018,True,B — 2-4 only,retag,"3-4, 5-6",none,,The Honey Bee 2018 Hall. Bee-ecology poem. 3-4 to 5-6.
B-052,d39cfd58-7a23-480d-8e1c-a82179da2f55,"Tiny, Perfect Things",M.H. Clark,2-4,pre-reader,picture-book,2018,True,B — 2-4 only,retag,"3-4, 5-6",none,,Tiny Perfect Things 2018 Clark. Grandfather-grandchild-walk. 3-4 to 5-6.
B-053,c4bd77c6-eebc-43fb-ba90-39d6efcd571a,Papá's Magical Water-Jug Clock,Jesús Trejo,2-4,pre-reader,picture-book,2023,True,B — 2-4 only,retag,"3-4, 5-6",none,,Papás Magical Water-Jug Clock 2023 Trejo. Father-engineer narrative. 3-4 to 5-6.
B-054,b8fe33d4-df40-4627-836b-2596e8734c90,Too Much: An Overwhelming Day,Jolene Gutierrez,2-4,pre-reader,picture-book,2023,True,B — 2-4 only,retag,"3-4, 5-6",none,,Too Much: An Overwhelming Day 2023 Gutierrez. Sensory-overwhelm narrative + mother-sheet-hug resolution. Strong for sensory-processing-aware families. 3-4 to 5-6.
B-055,4fd887ec-6984-4664-8564-e72eee0b5463,Towed by Toad,Jashar Awan,2-4,early-reader,early-reader,2024,True,B — 2-4 only,retag,"5-6, 7-9",amy-approved,,"APPROVED per Amy directive (best-guess approval). Early-reader misfiled at 2-4 only. Format-fix to 5-6 + 7-9. Approving. Original: Towed by Toad 2024 Awan. Early-reader format (not pre-reader despite this rows `reading_level=early-reader` confirms). Mistagged at 2-4 — early-readers belong at Apprentice (5-6) minimum, often Artisan (7-9). Beth confirms — recommend retag to 5-6 + 7-9 and remove from Wonderer entirely."
B-056,25a09dce-3b01-46a5-8331-4d101a250924,Aggie and the Ghost,Matthew Forsythe,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Aggie and the Ghost 2025 Forsythe. Gentle ghost-narrative. Forsythe is Caldecott-honor accessible. 3-4 to 5-6.
B-057,7a308cb7-81a3-44f8-ae7e-e41e427df1e5,Before Colors,Javier Saez Castan,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,5-6,amy-approved,,APPROVED per Amy directive (best-guess approval). Abstract-concept floor question. Physics-of-perception works at 5-6 (Apprentice). Approving 5-6 only. Original: Before Colors 2025 Castan. Physics-of-perception bedtime question. Concept (light-before-color) is abstract for 3-4. Beth recommends Apprentice 5-6 only — pulled out of Wonderer.
B-058,81517935-02ce-4970-a526-362a924ce474,Caboose,Travis Jonker,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Caboose 2025 Jonker. First-in-line-becomes-last narrative. Identity reframe. 3-4 to 5-6.
B-059,a53b0201-8939-4aee-9a07-a3d0a8f4f96e,"Cranky, Crabby Crow (Saves the World)",Corey R. Tabor,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Cranky Crabby Crow 2025 Tabor. Misunderstood-character humor. 3-4 to 5-6.
B-060,07b8665d-05d3-45a6-9122-8726aa6aca95,Croco,Azul López,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Croco 2025 López. Stuck-in-hole problem-solving. 3-4 to 5-6.
B-061,92abc47c-b823-4963-865a-df090866dbd4,"Dad, I Miss You",Nadia Sammurtok,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",amy-approved,,"REMOVED per Amy directive (single-issue calls). Original audit rationale: Dad I Miss You 2025 Sammurtok. Inuit child missing father, Arctic landscape. Indigenous representation, family-separation theme. Beth confirms 3-4 fit holds — separation theme can be tender for 3-year-olds; depends on illustration weight. RE-INSERTED post-Phase-6A: Session 13 substring-match logic swept this row into removal incorrectly. Original audit decision restored. Filed as calibration finding."
B-062,7c8af3b6-effe-4be0-ac84-d509ed9734da,Dawn: Watch the World Awaken,Marc Martin,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Dawn 2025 Martin. Forest-lake-dawn observation. Visual nature-watching. 3-4 to 5-6.
B-063,a826ccf7-f052-446d-8946-ce11ace0ce49,Every Monday Mabel,Jashar Awan,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Every Monday Mabel 2025 Awan. Garbage-truck-watching as identity. 3-4 to 5-6.
B-064,72f52208-41f1-4441-94ee-3475335f7688,Fall Is for Beginnings,Rajani LaRocca,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Fall Is for Beginnings 2025 LaRocca. School-year-start + autumn. 3-4 to 5-6.
B-065,9da2c9d7-8402-4de8-b6c8-b8c670b46e86,Good Golden Sun,Brendan Wenzel,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,"Good Golden Sun 2025 Wenzel. Solar-energy-through-ecosystem. Wenzel is Caldecott (They All Saw a Cat). 3-4 read-aloud for sun/animal layer, 5-6 for food-chain layer."
B-066,c55c93ee-800a-4f25-b313-b90f8e81b453,Menudo Sunday: A Spanglish Counting Book,María Dolores Águila,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Menudo Sunday 2025 Águila. Spanglish counting + family-meal. 3-4 to 5-6. Bilingual representation.
B-067,07b9091f-2db4-42a9-87da-bf19c2773f75,Mistaco,Eliza Kinkz,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Mistaco 2025 Kinkz. Tortilla-misshape + grandfather-acceptance. 3-4 to 5-6. Family-conversation tier.
B-068,9ee7984d-8aad-4886-a270-05b920df4649,Night Walk,Jason Cockcroft,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",amy-approved,The book is about loss; the destination is a place that holds grief.,"APPROVED per Amy directive (grief/mortality central; Heads Up applied). Night Walk 2025 Cockcroft. Boy + grandfather walking to grandmothers favorite place at night. Hook says ""about loss."" Loss/grief theme can read tender for 3-year-old; Beth confirms whether 3-4 fit holds or pulls to 5-6 only."
B-069,3f0ad030-5fa9-48c8-953f-401439f02449,Nightsong,Sally Soweol Han,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Nightsong 2025 Han. Bus-ride-listening narrative. Sensory attention. 3-4 to 5-6.
B-070,f83c9cf8-0ffe-4194-8ca9-f17884ed9582,Our Lake,Angie Kang,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Our Lake 2025 Kang. Community-around-lake-through-seasons. 3-4 to 5-6.
B-071,aa660822-a08c-424f-b413-132f477ff8dc,Our Mothers' Names: Love in Many Languages,Uma Menon,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Our Mothers Names 2025 Menon. Multilingual mother-names. 3-4 to 5-6.
B-072,ab20702c-51aa-4c26-814c-05f829ced34d,Pencil,Hye-Eun Kim,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Pencil 2025 Kim. Pencil + child drawing each other into being. Imagination loop. 3-4 to 5-6.
B-073,f91b7100-69c7-424a-b9bc-8bf4379057c3,Sunday,Marcelo Tolentino,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Sunday 2025 Tolentino. Slow-Sunday-rest. 3-4 to 5-6.
B-074,e0b1627b-cacd-4c09-933e-7925c4561507,The Bear Out There,Jess Hannigan,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,The Bear Out There 2025 Hannigan. Know-it-all-girl-wrong-about-bear. Visual irony. 3-4 to 5-6.
B-075,71eabd85-0599-49f2-867b-b3de4230a3fb,Tuck Me In! A Science Bedtime Story,Nathan W. Pyle,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Tuck Me In! Science Bedtime Story 2025 Pyle. Sleep-science woven into tuck-in. 3-4 to 5-6.
B-076,1f607623-2a18-431a-a092-98a523a298ac,Wind Watchers,Micha Archer,2-4,pre-reader,picture-book,2025,True,B — 2-4 only,retag,"3-4, 5-6",none,,Wind Watchers 2025 Archer. Wind-as-invisible-force + collage art. 3-4 to 5-6.
